col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
NKSog,UlFWH,RpJHL,24,49,50,48,18.758539648432105,10.975815739999959,bORcv,48,4.910810117597842
KjcPP,EpVwT,ftuZa,38,43,39,47,32.7645771131238,4.640236636420793,wbKEc,31,16.725630349117385
UskRT,UlJwK,YSjRw,18,40,43,41,13.023531588652164,12.102517562998376,qJPIf,41,15.074245501659659
VBPQU,NfIgC,xNmFR,44,46,50,43,20.26297590690872,11.775843824106245,badQw,35,7.21297588119868
BAtDU,EurIv,Brgrs,40,42,48,43,19.075813585158656,12.329317180078938,KVYNy,25,3.795063904160721
gpWxE,qAqCQ,HcwqV,30,42,45,43,23.92478040223956,12.550633528313712,YiAdG,40,1.796301188560744
fsBIU,jwvwK,kmCVx,31,49,33,38,27.735424247000047,14.287945607436727,rRbzS,32,-3.2214471989074305
NRcvJ,hQtjf,WsxQa,35,34,51,45,14.516624660357248,14.170980267602523,UCzAb,31,14.955356420671198
mKMMt,WkJSm,nSsxR,34,44,49,43,21.568169887377515,6.890447793454537,LPyKb,33,11.346743610969487
trcul,PRisZ,rlpNv,28,41,40,44,32.388951889071784,16.830639979351226,GpSnY,25,11.688517571324955
AqdcW,iLwnx,VwsRn,42,41,48,49,16.272636644802358,13.57924806706793,bdVXj,32,-10.743334782835854
lzzRL,jobWd,oHgFH,36,43,51,47,21.896989780734938,8.054523665910253,tZxBf,32,10.57986575561119
GqDzv,FaPTz,bUxOx,23,40,38,44,18.607370245929175,11.65476511795177,ddfzp,33,5.452630405425285
rGZfj,FAAuO,QSUjo,36,50,41,48,22.677886126648275,7.700096358288029,ebIDa,39,-4.303482264692754
wEFTd,ZEodj,Uerid,24,43,52,43,18.055130502299907,13.203127015494442,DwPSQ,27,5.627040930400012
yrCaA,sPsSp,holNA,36,42,45,38,27.44097392798658,10.363599722318867,PYMVT,22,-5.328240615961439
MtjhF,YkxJO,NrFdd,35,43,46,45,23.328662301281682,3.6280250107663665,MGsiw,38,10.72252885512
WVVHs,yXayU,UdRib,51,44,43,40,32.59460422480835,1.885000345908642,litau,37,-2.074022778173341
aEpiW,IIbvf,kqetV,37,49,43,44,30.122608541175804,15.255272330509719,jkfPF,30,22.108366618601796
YDYIS,SdkvU,mSrNn,28,42,45,42,24.414725604977495,4.430667533552881,OJKDv,43,8.497776026975233
kQhAz,OdJWA,jiihI,25,50,37,45,24.925779675735935,20.82252477839176,MDLHo,31,11.365224203402192
NkvrP,EYBtM,jBNOY,23,39,52,43,12.865718913175673,8.111837518779335,tEzJM,28,16.283731778237406
AYPKm,PbcJV,srdBm,29,49,46,46,27.172615877971047,0.4602497472054541,BAPaC,33,18.371356579522896
YWwpV,eDuMP,GByAS,30,37,46,40,17.84387274384694,11.478432941068649,ILuyg,46,1.382838691019396
mBpSB,GEOlH,aUbiP,40,43,39,41,22.92786053803479,12.633855896132848,eqrEZ,31,12.752117334928322
QfLCq,fllGx,iGklU,26,39,43,43,27.337453529045725,14.725758395792859,xJJiV,31,-3.0362487297240115
kPLfw,HJPTH,UOrGo,39,55,44,42,18.033306498395866,6.694000781354424,wlOvn,38,-0.8888512563855571
Kbntp,rzocr,hWBVc,33,45,46,45,31.206343860167728,11.20735802908463,EBQwC,33,9.101464584431152
pozbW,WZTjF,koXTh,33,43,44,40,15.587922058180645,7.886969143111546,WGvqu,43,5.0726843376122295
LyEIr,qgaGm,PMLTQ,19,35,50,46,5.377657110475422,11.590341944409204,iRVqy,28,1.462359362575941
xGoIc,SZDjP,rTRrp,29,41,37,36,23.730556823337277,16.91454640518996,HHQkC,41,15.536714896926414
gZSZd,ZqBgw,TntKN,31,35,51,46,17.255927459211772,13.103483790472573,nUATI,34,17.224888209798774
omipe,WGNXN,mVOWr,31,42,52,39,9.045413775996224,10.90031541220757,jaIOC,36,-5.713621122719726
dJdpb,bYVPG,eusZI,50,45,43,39,17.42248401727841,8.021888766161688,JQHnm,26,-7.69544554310942
cVMOI,kCevs,zhxtP,23,43,45,40,34.66843444310254,12.888248929592061,WpiUe,35,11.964736951455215
cryqU,ZnJpA,dAhoU,30,40,44,42,18.956075303444344,11.667708179856271,vyVxW,40,6.403071425762771
kYUiT,QbaXk,cxaPB,38,35,42,46,21.197920572032345,12.07810853117375,PeBgn,24,7.965658212650919
znJqn,eUXit,KtObQ,25,39,52,42,10.312793532925038,8.403976850729663,BaNAy,41,3.408124390228437
rsAHS,txQIl,xBrpe,58,46,40,39,19.27530273178644,13.506344499059631,VwadD,34,20.523513937916814
NxtAH,yYkAG,nmaPZ,40,40,51,40,28.91514424757493,15.333390636238658,ArxXO,32,0.033710263967098086
UtVVo,Qttat,UwHHP,29,43,44,38,18.744164689845494,20.16673940118796,DLNvO,25,-6.369722050653813
PlefT,lOqjP,vTKDd,38,41,48,42,25.26502929019704,7.050915172036065,SRIeL,20,11.470981887501276
LPvzs,UYLzS,uPxCS,36,35,42,43,25.643727547099168,11.336260730920277,sFTxN,31,8.040315442025008
NjBmG,ESaPh,KxpyN,39,43,51,46,25.819751043093277,7.456989694635335,wUHOd,26,8.673492663914974
yZVec,PLSAF,qDJXO,34,39,47,44,13.443140190079465,12.70855120422994,OlAEI,25,20.99631892045794
UhXBR,ZLvDH,ILtOJ,31,42,43,43,17.840545436870375,10.883458234893943,OhbzP,39,7.725468007504569
pCKAU,MMdwr,xGaia,38,42,43,46,18.24945184124514,8.797593897846996,xMKCy,42,27.07170095022568
esXPw,QtDMj,IlMUV,39,30,52,46,25.93278463380338,8.177250808294072,iqSLc,26,12.7942537182331
cKYbD,GBGZu,xhnfk,38,42,41,39,30.02475521771383,12.545680169527005,tETFy,27,5.694332480578506
CFHmG,nzkyg,gCiOZ,19,39,49,46,14.831597556412584,6.184384433567228,ansCj,30,18.808015284915307
kQxyO,VytAw,KZIcJ,29,39,37,43,32.57516018072145,12.191335126930932,RdpiI,20,5.809531794752054
MzBgH,mkRFa,auZMw,32,49,46,43,13.05834062129967,3.932957180796122,lFsYQ,26,-8.49600212335433
juOvg,BXBZQ,PAmvr,32,35,44,49,1.5942671760818428,8.802674805384793,llOYB,31,21.46623996991054
zwmAy,sWAro,jAGNi,30,39,38,45,16.038097417492587,7.560390712254371,DcoHu,28,11.089398822792624
BfGBl,LGvgK,bjVvZ,27,45,44,45,8.724763465713309,13.107322430131044,WNsQy,35,5.722026939456725
jIsyF,MuJWE,JUKRM,41,46,46,40,26.06893226730572,14.375907910557322,woeOS,33,-10.957439529347251
LvrAF,WQrZB,TZSei,41,42,45,41,31.07751214527363,11.339861713135992,HBYKH,37,5.476162228622072
NPCys,ESQDo,GNPvz,37,48,49,41,11.761193805219177,8.221278782664212,bMzOS,36,3.3886790978499817
ejkBN,xriWF,gEYXl,49,27,39,42,28.585481801832433,9.854001871571162,JORgo,26,-5.154961678984291
ejQWP,Knomr,sFadO,31,37,48,44,21.022864766700593,8.791644021596735,apHRT,32,14.962042280355405
WSnGQ,QMZUS,UUZLE,24,42,45,40,14.992059280159248,4.9913072335577615,rQLmT,30,-5.196437520161448
Qboas,zEoGb,VKgFD,35,41,59,41,21.74250983518854,12.893747341973583,jVoJJ,33,20.949641658354707
KhFHN,IbVmd,abwlN,32,38,43,44,41.82157459370462,10.192172733859733,WNWHC,31,3.3746099520726895
ZRVGV,Bqifc,NCgrS,44,36,39,42,20.126108231292687,10.911283347271864,bAKmH,34,-4.777269974742465
ABgku,FirBC,LpgTu,47,36,44,41,21.680452394625288,12.841933735460607,YEEzu,43,-2.812168484606154
Rbtfr,cfvae,okRqF,45,43,42,39,15.078020512399743,6.16085809226523,UuJgw,30,4.858323191312638
iNvOr,WehmU,YUrIa,36,46,33,40,31.166821995593313,10.44337087202758,zzYMv,33,9.845204080713263
UlJlU,SPBbl,vMYwy,27,43,42,42,28.956988531472803,7.230816450496963,MAXfK,32,5.801533300769434
JYXVb,zxNcj,MCHwB,23,46,39,48,17.08703948484443,10.617426366846969,rrCYJ,41,10.022325863788978
jRKLq,Fuwzg,KHqDX,29,50,49,44,23.42818260959478,13.24099731039166,arjUz,21,15.332821953613632
VnhIV,uJqrx,njXrV,32,37,40,43,9.486587007579905,5.393304535009351,glUJf,32,-10.75270501956511
gjzSF,iMaYd,tuqPl,28,37,46,41,12.180240602097061,8.514979803233501,PLfiZ,36,-2.5459184396453747
UtSsV,GBIpb,tHfxC,22,43,43,44,0.9019952288751831,15.59494754666828,HAkGT,33,-0.26045362703381514
qKMXb,FvTOq,TQZrL,21,43,46,42,22.91592879690466,14.249552894336857,UnnyC,26,6.603313689387274
lqhOq,WWLPI,LRtia,12,37,48,46,9.950024731408163,6.3533527984519536,jkvQC,45,-2.3192370601175556
kyfID,KvmaW,FpnjZ,31,33,41,46,19.51910591665811,13.451230543464474,vgNrL,38,13.484990802574977
QfZns,XNybD,sXGSd,35,48,36,39,22.953126278418562,7.119762902164678,QqpXk,34,10.092031625358928
xVDdo,zVaNp,vozTe,43,39,51,40,14.155671850989133,8.284716130733822,qUgQV,30,3.315718199132484
HHkux,AOTCW,AetXF,28,44,47,42,15.03772755232395,9.329967785681015,RceGG,33,1.2820557229054041
PtZul,iVweh,SSiZQ,41,52,39,42,17.133254843789317,10.711764666737114,bMfeo,31,-6.9755793615328034
CgnyU,oErnp,vNfmg,35,37,52,42,36.69374495000521,5.474492231639477,FnNPK,40,7.568149140518493
rABYm,YhiRt,wMEPp,20,43,49,38,9.611732763159287,13.473574881495328,uuRFV,29,1.5392738327098092
EZnsk,AMnlw,CflUi,32,45,52,41,24.668952015116645,9.47460715535766,ERcKL,34,11.94685151289946
CTvbU,EoTqc,bxVdq,32,44,44,40,33.127508395186766,8.087283564497149,VgpYu,35,14.347095176614879
Zdhao,QjYZN,JwasO,33,47,48,41,17.665172194852783,3.766245337220706,Hirby,29,-3.9987388200014102
FPSGO,VKyeT,rsImA,28,50,46,43,15.57469260468843,6.606545928188432,iSLhJ,35,14.813024815727697
ZYDNO,jdKQa,AgHRT,26,32,40,39,16.973269682509688,4.523749186111172,PjkHX,28,-2.453546920521065
fFSFh,AwXLO,fSeAp,16,38,41,41,19.027105057820123,2.2591394147323474,kESRk,28,6.511164165599262
yUxFg,SvqVq,HbLWQ,26,44,42,39,12.856122689539443,13.83028418727781,WQHvw,28,-7.056239197414818
EygQS,vxtpL,VNNPp,37,26,46,42,3.804043596398092,14.094558874124605,ecath,24,5.469184173790451
aaJxT,wsQnG,NoJSs,25,58,41,46,16.385176170534447,2.4626824915484846,Gvqvb,36,-6.752660489713914
rEpRH,hGxzg,dFjdK,35,42,43,45,11.09311078396026,6.1215696432428945,ZBVUo,24,8.577100538154038
MYPDz,PzTKe,ulspw,38,51,45,37,29.413127891662086,6.319038360493336,uYdiT,35,18.102280771740155
zdsqR,GJwDG,Bypbs,22,40,47,50,14.738998286723403,1.7702013059633899,eWQOI,24,1.5528902619149831
TJDUO,buqrA,fqsUo,37,45,47,43,23.619496467549332,6.00768953972811,TJgEv,40,6.187106470448714
WrQeN,ftvNf,uVplU,18,41,54,46,26.026694341301102,4.306616669426257,dxfvG,31,8.459451808716196
XWiCk,lsaXo,EzODT,37,43,42,45,16.158595492356653,6.291316949788353,FbMDm,38,1.222120693152175
WMDTm,EawIf,VEPOo,28,44,38,39,15.396697300717893,7.125874246355222,tgEjV,43,7.348945514701341
skCnx,DIpTA,ZHpHe,40,41,43,43,10.60517538877971,11.914591506169767,MbVQm,25,11.921643846700002
hYdmf,omEcf,cVQRF,35,43,48,46,14.593223307857809,5.6497434642226105,kivKU,38,-9.01896208078747
cfbCI,yKjaK,aCFRI,42,35,44,43,17.368269659944655,7.539763864847439,AdlNb,30,-5.665342246420135
aUAoM,lcEWC,SpThe,35,45,41,46,4.726137343156523,8.472665292004146,oXZqI,35,6.915093812720082
bfTgr,qulkB,liyZn,33,39,42,39,12.63662233131439,12.442308608409718,UwmYX,35,13.044313842368418
rOiAg,YkadF,yPNpO,46,47,39,41,25.973232034202397,10.642086766583715,wlGuw,36,2.921826321789782
OcaiT,IPAJu,fJSnO,42,46,41,42,23.63342992382933,11.910210221412882,kHasO,33,3.149846024358233
uUJXD,xpIhA,WGUuV,34,45,45,45,12.621646065801658,10.910433182744104,zTGfu,29,-5.304365145217947
KsyHU,IPEIk,uLNTk,35,48,53,37,39.11005124844334,6.974500085020015,GdiNS,41,10.607032659495061
sQMcI,yXKhH,NUzVP,24,43,38,47,19.677153488575744,14.544576937491804,skjKl,29,5.4625757094611505
PAYER,oXOxz,dXiIE,19,35,42,45,20.320639351839112,9.117755797572249,SEjYf,39,-12.476487971276175
czUSc,Kncrx,NinQq,32,51,42,44,26.230965949913973,6.11000380850807,mCVPf,30,-1.3519441768810028
YsBzS,oTmOt,DuMBa,31,49,46,42,16.907617425498987,14.160056621477171,xogJc,35,-10.542738506723015
cfgqD,Vfawd,ZvNqM,26,42,49,46,8.56504410228692,2.411781220713422,GjVeQ,21,7.974475368921723
yDsop,vuQmm,IQuml,38,49,45,40,26.190237800358755,9.549936516673068,jFwgq,26,8.648706962561135
NitQi,ovuOA,thOFa,42,41,45,43,20.7991477519,7.821575992119989,MsnbI,40,7.031367312430957
ZwECf,lKFiI,arOLa,47,39,47,41,13.51235952917411,3.1976456779534237,pyoIl,41,9.901714734535524
wdSLs,YQfRe,cfmhE,38,50,45,35,23.506793107893035,11.391049352394738,vbXfB,26,9.131467914064459
aCnHK,GMzJy,beWok,30,46,38,44,16.995171072146157,3.63317639526079,ffWGt,26,9.116112375776407
EryiY,GdhZB,MHsCy,44,54,41,46,26.75775225339781,9.154945746893631,tuEYK,21,6.1752787106781515
Yiitv,MGQHL,RIrWd,43,45,40,47,20.20164003794164,14.387606124848434,mwpvu,29,-5.859388252743274
LiKgQ,BToYq,xLumT,34,37,37,42,8.346224258825313,7.660349818788129,iuihX,37,1.0707187511042573
FZPAH,kUYgh,jmBkh,28,44,52,44,18.143865954538075,6.978294400315469,YkjKV,36,-2.5162674230522013
tVEEK,LSiTH,YYkOL,14,55,47,40,28.94539197532374,3.7883066832152705,YaUBp,33,13.588548750452984
IWebv,jsKSi,HrJch,22,37,48,43,3.6296290273507843,17.297935706533075,LECBj,28,-5.67766145514126
UPGFN,FtHtI,ZLfsw,49,43,41,45,19.829958120995517,8.459811308512057,yOiNI,19,5.572359512641562
tcqGj,tLZuR,SArQo,29,40,39,39,24.13477151363551,11.331574936811807,yHQTI,32,16.118318270282977
BHAvJ,SvFtd,JPACE,51,36,51,42,36.23501133499746,11.294335192257883,WFprh,24,9.721665362056704
JYIwN,CGhgy,bLfPy,46,41,48,43,20.34937785635865,3.755457499132701,FfoCq,30,-1.3270900475794907
ZrFkL,UvIkU,YnPSR,29,47,46,45,28.8607490365863,9.864575018256458,ChXDI,40,-12.135365844771439
prLcl,BbBIy,UfoSP,25,37,51,45,23.265119182609197,20.498820281881194,KKzPH,37,-5.511464466184432
Bislt,sFaRZ,AScSH,39,37,54,39,16.225873217455863,10.107535126708774,cOEtC,33,2.41732968324166
AGljF,sAvXl,DDoVs,17,53,47,38,26.20946087101255,8.363735692479668,JPZhd,27,-12.999425798463989
YHJVa,BAkvy,Edvqk,39,47,44,40,28.017247953687875,8.360060486188388,YeSKa,26,25.21186803819247
CVWrV,rOsHr,TubYI,37,54,49,41,17.408711672470602,4.490291811872868,FlZUR,35,1.1669232791798523
xkRHm,nQMdy,ZVjId,22,39,42,49,26.66338369451588,19.146553952390192,vysol,37,5.958111649599802
mbhHE,KUjQL,zTXqj,42,51,51,45,23.31727161392434,3.9528284760840693,dNUJg,29,-1.7065801039497428
xtQzu,CmQaj,FNWud,14,40,52,44,21.26672202516339,4.810740914217415,iaCue,34,-12.775957873745956
WTlnV,nZSFb,Qrada,28,44,40,40,23.28931196751436,-0.29396319565264406,iJdpK,38,2.339187451720727
vgmbO,LFQrJ,iDlwV,20,49,44,41,17.663974958116864,14.30175548815241,MGYuQ,28,0.8277540900202949
sNUwK,egsAu,gnAKP,29,44,34,48,31.32251233890233,9.61035643030945,WHPTj,35,-8.999501920319839
iqHhA,WTaOv,dIiUL,37,44,51,45,30.905328274963296,8.577834652569154,oVYsl,20,8.517710250394344
slNLJ,zBGku,wodPr,49,46,50,38,22.923041722106948,11.11730778536227,RiVNT,23,12.064738471215954
hMwOM,XvflE,BWbJN,28,44,34,46,25.84689030043671,8.5704514915202,ynLjz,48,16.216648238545744
FyZfA,qGiHi,PHJJN,46,49,41,42,26.851674023370187,12.011091589450045,WdDOF,40,7.633367708473365
XCWBB,XUFpj,sudgC,33,42,36,42,29.599305775493036,8.088643181394898,EGxIm,27,-5.860571454471042
LmZDb,wqnJX,HuKeR,33,39,42,40,29.435872526590597,12.500780263067155,ZNeQB,25,2.984133923840636
ZgFIz,OnUgT,dVcuN,36,41,41,43,17.493414073814527,3.220690553613247,ULEyq,38,-3.1466640682242817
Fcroh,hujsK,HFoiL,20,43,52,47,24.19692148668358,13.59087770825095,hRpKa,26,12.461159977355546
YBwZQ,bdTJb,WKnZa,34,31,44,44,24.55767688813618,15.30621241400884,NpcHg,32,6.5137593580573885
XLzQD,vFKeM,FTMQu,38,41,45,38,16.36164761325168,12.841199976603408,uJjka,26,5.434875675733956
RnmHv,DFtaO,zClYS,24,35,48,44,10.55746056082872,18.46077997657368,EEfGL,39,-6.513770840617433
FdqwE,YxrMU,fngqP,13,43,45,42,25.279866863401804,4.56375382216565,hsrGk,36,4.614182336819067
ontwV,HnAfH,FsHjg,24,57,43,39,9.46870621879836,9.912555059465827,KcoOL,41,16.086899139971244
ghKGo,NnKUu,aCMQM,36,34,46,41,25.73946673577451,15.44055826564336,VwQnQ,34,-12.248671460137412
fltHZ,rYLrA,vMUie,34,44,49,46,9.142839583865204,12.596378086550047,Eiioo,24,1.798885084456661
wCEsr,PuyFg,naAPB,22,50,50,48,18.84533565031302,3.833728530441645,SPBFh,38,10.482486486594752
TFlSi,sFBUr,zeziU,30,50,44,44,24.539947592024383,16.84075537000358,TklyS,28,10.565558395161485
tQfoq,gwTuo,XQqeQ,36,43,49,46,25.159188814582667,7.731284217155451,Ydntq,27,-7.161397955161769
ctCAG,ViLnW,yNbNu,36,53,42,47,33.78936901931896,10.266198970537511,sTjWi,33,3.302808601120246
omaDN,yxAIN,ygTzP,34,30,46,40,15.754126457348494,12.963382111809203,BMOln,40,-1.3339654821902265
KMCHN,hWgEI,HGTTt,33,42,44,40,26.042654736176818,8.723444431663683,cVLGH,30,-5.869059024894328
kUKCN,XzKKi,ecuPd,29,45,40,47,40.24678940777929,9.321739495729503,SSanF,23,18.460035206523145
KPsLA,hBNfp,FuiPs,35,51,49,41,34.01790652721894,13.084257821477987,qONIQ,32,-3.902923407530867
IiyXH,GaxRd,eDDjn,26,53,41,40,29.344825749614543,8.246845851714188,riPBh,37,4.803973485598981
WVzON,cZQlh,jhghM,18,51,43,47,17.684881152003598,11.461768810219258,KcYOo,39,-23.454122533817397
ZhCIE,oWmYo,mrGlw,27,27,45,39,11.21337307459277,7.200145650294947,DJDlH,39,-1.498147275204146
gPKMY,fHCbi,pFEcP,32,41,37,41,33.21300803691484,13.548307318380083,PtslR,24,-0.7301118240401427
TtlbB,POHIY,UeqxG,28,53,42,41,28.699645411333123,5.933305885876321,hETjn,43,-1.288702459958098
pcDhb,srODX,XBjpM,32,42,54,42,27.569266692000326,8.452082714849452,ORZyu,39,3.4788500734990064
YPTfx,hVNsh,SViUE,24,47,42,39,24.182830604869114,7.872341338010245,nrqNj,35,8.65145119011818
CgcIH,pLIWn,cxsCN,34,47,50,41,2.276454384656379,5.650473655563773,xAjVZ,25,6.28369895124367
ikfBp,ktQia,eErgr,34,51,33,49,24.83201834349122,15.066784663100059,hrlZj,25,9.368694520578178
hQbOP,GwTOv,GDpJW,40,44,42,41,25.38225763346238,10.321034733092965,fRKUf,41,11.17958924657653
XNsBA,RHiAB,BgMcH,32,53,35,38,17.78193603510357,6.422677247903545,VYWIs,33,20.544164577413216
ggLBu,PwmtW,SxyzG,27,47,45,44,22.818276294483326,16.880722195697473,DSQLS,32,14.117393953613206
xAFLO,izpFT,eyQsU,29,39,41,42,11.086566074970385,14.809616454140556,zasIa,31,14.430005082240855
cbEoS,yZKaZ,CQOwU,17,37,44,40,14.940811469528958,6.021047020280706,tjtAW,32,13.8993618606237
bUOVm,DgDXz,fKLhg,38,43,47,39,18.29815804245738,11.263253925390138,QYXoi,45,-0.4870105763224464
VOLmC,FgVgx,MYxGh,30,29,44,39,17.658009543247754,16.751960893558156,clGdI,36,28.82652530941707
kazdU,Cxyvj,LNZRG,33,39,45,45,10.329837202299602,7.737504856106173,iDOcB,26,7.641408219685456
YiatH,QJOJv,VwiCp,48,39,46,41,8.803775589321608,14.31124211000896,NzRDf,26,11.754435033981505
RcqYa,ifyix,riFTl,29,34,45,41,18.04660488655759,12.508085529431026,GxZgG,35,5.133296275837765
ynXgy,VMwlv,VQFHH,22,38,53,44,18.618864005402312,11.781771768904418,ZZACW,41,14.900709145918587
oeXGc,VoJYh,JFwLx,32,48,44,40,29.756153099317693,14.008042999726833,wwjDx,38,-6.395428078854053
HCdEI,FaSTk,KxuPw,20,32,51,38,16.840010859571752,8.566191320622739,fxSmN,40,4.388673175697105
KDMbn,QidNV,mNQcR,21,41,54,39,17.13286790859868,10.169264812743126,ffelO,39,6.103506499911087
dQYoL,ugVnn,baAWk,36,33,54,39,26.154261798495938,8.982173757703718,bjJuk,35,2.624222635200397
YYlll,MvEow,TPKSO,20,33,44,49,17.068167276996626,14.183605110118085,rQksX,28,-6.599329501140815
xsYHi,vHauz,redqA,46,62,47,37,4.560725517693509,14.25728753650267,EIrcw,33,6.67411346542063
mtDpx,JmKdj,irZcG,28,40,41,44,21.803564229940896,8.120812779429665,petal,31,-1.6769135214935114
lNyHW,RNYhA,dtIWP,35,40,47,42,14.51954629401219,11.759891240200798,eBvgs,37,-18.849743643205894
DjfKF,moAqh,XRchW,40,35,39,43,13.495474422726463,15.943784685784848,pEDCu,32,2.609146174353719
IACrE,uRoAV,ApUgQ,31,40,36,45,19.83160982804014,5.33975694023814,xsqoi,37,4.473859143733926
hAQjW,lxABc,CBNar,23,40,48,42,19.814421981733123,12.562744180648522,fHsoa,28,-6.589743568482357
IHKuR,ciRbN,yzJiU,33,52,47,45,28.075590166470576,8.059595327447346,RlorZ,31,5.65491031616661
drzTe,RoPhc,lIlcj,31,43,43,43,26.488198708983795,11.745383866018283,hfOxw,19,7.374521563123839
pHJEL,lcXGG,nPMqU,35,38,45,46,33.99408826356409,12.464178059531283,qwrMT,39,8.012385462857821
FSEuo,LDmPj,ORWZH,24,46,44,39,9.896156895914725,10.054732265027408,kSmUO,16,9.899935717265848
XSwBk,CIxHb,MCdeA,29,44,50,42,10.481513141062763,11.561212570960778,ovAit,35,10.561868505387993
HzZsS,pmInU,pQiqc,41,47,47,42,23.17082692676167,7.1271589188166145,IzsQZ,24,12.515521682587842
KXovD,xADtD,MWhDN,27,48,44,45,9.258329853432112,9.361190271939119,aaIWc,42,2.4499458914293237
xIASG,dUuyE,xCwSJ,36,42,39,40,18.876127722996067,9.411016981535756,bKGFj,32,17.75348253123865
CMAYY,WbckS,FtVhS,27,51,44,39,26.729374091849948,9.252086956753992,gmvMT,25,7.843087458929376
qWoHr,zYeUW,PEoaT,45,33,46,39,6.389561541133137,15.11312654102758,Aeeyq,35,0.48740375882778064
PAljH,cmCRJ,PMVIH,37,58,41,46,35.61773378139182,8.164433106166683,nhvIG,39,-0.7430235232471807
QiSIq,WSGcV,PdiOY,24,34,49,45,17.491730887304804,10.90349170639355,eCEiq,31,1.4091689366442095
rDrqe,GcqpC,ggicc,35,50,39,43,26.939507267464187,14.990475157588364,FeTZp,35,-11.79876802678297
GfLIT,lkGSn,idOiW,28,50,42,44,21.968003442991343,9.546646886885824,FnWOQ,42,6.929857295779984
lFWMY,eHPUX,qdefL,22,50,46,42,33.97431125122064,10.071165163992855,PKDpd,25,0.7755357676290848
JpfLW,GTsXh,XIAcu,37,51,43,45,18.612872797392058,14.331434842224999,jcMOq,31,10.181334232632931
OexXR,cVHrO,GEoZO,36,35,47,48,13.723916756175417,13.308383872839265,miKtr,37,-9.729268163256647
cWgtz,rntFp,AqEWR,41,39,45,43,32.29859013342768,13.485994920337689,SszOf,35,7.662139132915589
cJKdR,xMkeQ,tEsdG,35,31,51,40,23.224503485809922,7.716944915881815,dGeyN,42,5.133928177089728
onFNf,HVjIQ,qXSiG,46,54,52,46,13.314264881167801,8.466152156701089,FsUlS,36,13.796369970519043
WvlxX,GgVmo,kXgZs,43,39,50,44,34.085791114916034,6.74774686874582,juPTP,31,-5.787301393813504
ZYtSd,uYGTj,sePIK,27,45,42,41,26.13597613884792,11.550841067936942,IRemJ,42,-2.9297611093143265
zFPtH,btLDs,MWPqG,25,41,39,42,34.0682803667321,8.303318137148105,VoHjn,42,-5.31521102280926
fscKJ,RKtRy,JVkVH,24,42,46,40,24.351255342073216,8.523785960052592,qLWLZ,36,0.5420134186349994
BdruI,AwXtp,KfvsB,33,40,48,43,11.161820043551545,5.053963349783336,Gfowm,31,-5.5057163233100646
dWpSW,WiGSf,BUeHX,33,49,44,42,26.328645603660448,7.786094759445481,XyRQD,32,28.044927228153625
AYeTw,wHkIR,bHUWm,46,48,50,40,14.159329608601144,7.462475298688476,qdidu,29,1.0314320516608886
fzLoW,eftbO,FNlsW,35,52,44,46,36.82976527700014,2.292245228909792,uxPyx,33,1.5435871516716304
hfYwe,lgocI,ooiRj,50,52,48,41,12.103169567081132,12.051755570550815,UshHb,50,-8.994855172578836
qfasT,bpQaB,yicAu,34,43,50,42,20.55535042904924,7.815754195654435,PCvvj,39,-8.997783019606022
nDCRb,vhsqb,GjLSu,41,41,45,39,35.1583741425427,9.906923578879223,IuZHB,42,12.495075612825861
RKZIH,gSYCw,xfImQ,45,40,43,41,30.82634293942558,9.10769098722248,CyQXb,35,7.424057106861442
TBnGX,PRarf,jlchr,19,45,49,43,12.754558317178738,7.501612649109188,WvITx,31,17.039701353863542
JTsOf,MlsXd,DdIyw,19,40,40,45,12.3612526529143,14.42597670195812,iKLwz,29,1.8289018149865228
XDsZM,NXMEf,CNLtt,22,45,36,37,21.039832130103132,3.365971946328309,hjNwE,39,27.26395943720359
TykdG,MsYML,mOogk,20,40,47,42,13.648008387784955,15.268452211728338,HpGYK,36,-4.909199236922651
UHUSi,wpHgS,kWkOZ,26,39,35,38,16.066102285771837,6.745098482080339,xSbCh,32,11.84125662923522
fGkKb,lkiIP,THgwP,34,40,34,46,28.60609099948202,8.230053140997347,QFCKA,39,4.524264832017279
iRIfL,dMVKF,QeNis,41,42,45,47,29.2148260474581,8.536237403641323,Ezdqy,39,-1.1372681792907242
ZzEAh,OrjuO,CFdFX,39,45,44,41,22.678416133383983,15.846265575784319,BqPRT,39,3.3486973637158552
aRdqA,WbecU,skOln,18,43,42,40,22.105508105048475,6.658391848501148,LWUPt,28,22.375877974328986
DomIE,aCOLr,JAqfo,18,40,42,45,20.189500117111226,10.780903839895526,PCmyB,31,4.947209854848293
LyzlP,pUMst,ruOka,36,51,42,43,25.586116674256246,14.482386324479327,dtuYz,32,6.770456066086853
PUIqv,Nfswc,QGYXD,36,50,38,43,12.609507906936889,6.410741368347852,xqIAC,22,-4.335324315697969
RxIMz,DcXnM,iJmaP,27,44,38,40,23.258806082120422,13.020828673548607,mEoVB,26,-0.7353581640203259
BybwV,sIDwv,cAHxY,46,50,40,42,7.512457316855539,13.79645048328768,pjvpo,38,12.963196007710701
XpBHB,pOFoO,raEea,30,46,43,40,24.197603363665365,10.375821929295613,JGIxQ,26,4.171925983740574
iGKrX,trfST,lyMmK,31,50,46,42,12.80490889833883,7.866486468781863,YkOdb,27,10.508362548014617
